Host_OS,Platform,Isolation_Type,Test_Type,Metric,Unit,n,mean,median,stdev,cv_pct,min,max,overhead_pct_vs_baremetal,efficiency_ratio_pct,n_trimmed,trimmed_mean,trimmed_median,trimmed_stdev,trimmed_cv_pct,trimmed_overhead_pct,trimmed_efficiency_ratio_pct,iqr_outliers
Windows Server 2025,Hyper-V,VM,cgroup,sysbench_mem_write_cgroup_nr_throttled,count,10,0.0,0.0,0.0,0.0,0.0,0.0,,,8,0.0,0.0,0.0,0.0,,,0
Windows Server 2025,Hyper-V,VM,cgroup,sysbench_mem_write_cgroup_throttled_usec,us,10,0.0,0.0,0.0,0.0,0.0,0.0,,,8,0.0,0.0,0.0,0.0,,,0
Windows Server 2025,Hyper-V,VM,cpu_sample,7zip_cpu_busy_pct,percent,10,90.258,90.345,0.2669,0.3,89.76,90.53,-0.05,100.05,8,90.2862,90.345,0.2114,0.23,-0.06,100.06,0
Windows Server 2025,Hyper-V,VM,cpu_sample,fio_mixed_70_30_cpu_busy_pct,percent,10,2.244,2.305,0.3183,14.18,1.82,2.86,12.28,87.72,8,2.22,2.305,0.223,10.04,13.21,86.79,0
Windows Server 2025,Hyper-V,VM,cpu_sample,fio_rand_4k_cpu_busy_pct,percent,10,2.537,2.49,0.4249,16.75,1.94,3.34,-2.49,102.49,8,2.5112,2.49,0.2972,11.83,-1.81,101.81,0
Windows Server 2025,Hyper-V,VM,cpu_sample,fio_seq_rw_cpu_busy_pct,percent,10,1.534,1.525,0.1154,7.52,1.32,1.73,-0.98,100.98,8,1.5362,1.525,0.0713,4.64,-1.37,101.37,0
Windows Server 2025,Hyper-V,VM,cpu_sample,fractal_cpu_busy_pct,percent,10,25.0,25.0,0.0,0.0,25.0,25.0,-0.0,100.0,8,25.0,25.0,0.0,0.0,-0.0,100.0,0
Windows Server 2025,Hyper-V,VM,cpu_sample,ioping_latency_cpu_busy_pct,percent,10,0.032,0.03,0.0123,38.41,0.02,0.06,64.44,35.56,8,0.03,0.03,0.0076,25.2,63.51,36.49,0
Windows Server 2025,Hyper-V,VM,cpu_sample,ioping_seek_cpu_busy_pct,percent,10,3.137,3.22,0.561,17.88,2.36,3.93,-20.44,120.44,8,3.135,3.22,0.478,15.25,-18.6,118.6,0
Windows Server 2025,Hyper-V,VM,cpu_sample,iperf3_localhost_cpu_busy_pct,percent,10,40.135,40.15,0.1536,0.38,39.86,40.4,-41.55,141.55,8,40.1363,40.15,0.0975,0.24,-44.3,144.3,0
Windows Server 2025,Hyper-V,VM,cpu_sample,iperf3_remote_tcp_cpu_busy_pct,percent,10,0.91,0.73,0.4818,52.95,0.53,2.02,24.68,75.32,8,0.8187,0.73,0.3039,37.11,26.16,73.84,3
Windows Server 2025,Hyper-V,VM,cpu_sample,iperf3_remote_udp_cpu_busy_pct,percent,10,3.455,3.57,0.9782,28.31,2.2,5.6,46.38,53.62,8,3.3438,3.57,0.5777,17.28,47.67,52.33,1
